role_id	role	uid	seq	group	label	href	route	matrix_n	status	canonical
1	ادارة التشغيل	4	79	الإعدادات والتدقيق	إعداد الإهلاك	../Equipments/fleet_depreciation_profiles.php	Equipments/fleet_depreciation_profiles.php	266	PENDING_OWNER	سياسات الإهلاك المعتمدة
1	ادارة التشغيل	4	80	الإعدادات والتدقيق	الصلاحيات	../main/users.php	main/users.php	37	APPROVED	حسابات المستخدمين
1	ادارة التشغيل	4	81	المخاطر	مخاطرُ الميدان	../Risk/risk_field.php	Risk/risk_field.php	86	APPROVED	مخاطر الميدان
1	ادارة التشغيل	4	82	المخاطر	مساحة مخاطر الإدارة	../Risk/dept_risk_space.php	Risk/dept_risk_space.php	74	PENDING_OWNER	مساحة مخاطر الإدارة
2	ادارة الموردين	5	1	لوحة الإدارة	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
2	ادارة الموردين	5	2	لوحة الإدارة	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
2	ادارة الموردين	5	3	لوحة الإدارة	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
2	ادارة الموردين	5	4	لوحة الإدارة	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
2	ادارة الموردين	5	5	لوحة الإدارة	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
2	ادارة الموردين	5	6	لوحة الإدارة	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
2	ادارة الموردين	5	7	لوحة الإدارة	سجل الموردين	../Suppliers/suppliers.php	Suppliers/suppliers.php	245	APPROVED	سجل الموردين
2	ادارة الموردين	5	8	لوحة الإدارة	وثائق المعدات والمشغّلين	../Equipments/equipment_documents.php	Equipments/equipment_documents.php	260	APPROVED	وثائق المعدات والمشغّلين
2	ادارة الموردين	5	9	لوحة الإدارة	التراخيص والكفالات	../Governance/licenses_guarantees.php	Governance/licenses_guarantees.php	62	PENDING_OWNER	التراخيص والكفالات
2	ادارة الموردين	5	10	لوحة الإدارة	حسابات الموردين البنكية	../Suppliers/supplier_bank.php	Suppliers/supplier_bank.php	246	APPROVED	حسابات الموردين البنكية
2	ادارة الموردين	5	11	لوحة الإدارة	نماذج العمل ووحدات القياس	../Portal/business_models.php	Portal/business_models.php	195	APPROVED	نماذج العمل ووحدات القياس
2	ادارة الموردين	5	12	لوحة الإدارة	عقود الموردين	../Suppliers/supplierscontracts.php	Suppliers/supplierscontracts.php	244	PENDING_DEDUP	عقود الموردين
2	ادارة الموردين	5	13	لوحة الإدارة	حصص الموردين من العقود	../Suppliers/shares_coverage.php	Suppliers/shares_coverage.php	251	PENDING_DEDUP	حصص الموردين من العقود
2	ادارة الموردين	5	14	لوحة الإدارة	التزام العقد بنوع المعدة	../Contracts/contract_coverage.php	Contracts/contract_coverage.php	219	APPROVED	التزام العقد بنوع المعدة
2	ادارة الموردين	5	15	لوحة الإدارة	طاقة المورد وجاهزيته ومهلة الإحلال	../Suppliers/supplier_capacity.php	Suppliers/supplier_capacity.php	237	APPROVED	طاقة المورد وجاهزيته ومهلة الإحلال
2	ادارة الموردين	5	16	لوحة الإدارة	قواعد التحميل والجزاءات على المورد	../Suppliers/supplier_rules.php	Suppliers/supplier_rules.php	240	APPROVED	قواعد التحميل والجزاءات على المورد
2	ادارة الموردين	5	17	لوحة الإدارة	طلب العروض ومقارنتها	../Procurement/rfq_compare_award.php	Procurement/rfq_compare_award.php	288	APPROVED	طلب العروض ومقارنتها
2	ادارة الموردين	5	18	لوحة الإدارة	خطة معدات المورد المتعهَّد بها	../Suppliers/equipment_plan.php	Suppliers/equipment_plan.php	242	APPROVED	خطة معدات المورد المتعهَّد بها
2	ادارة الموردين	5	19	لوحة الإدارة	توزيع وحدات المورد على معداته	../Operations/equipment_quota.php	Operations/equipment_quota.php	272	APPROVED	توزيع وحدات المورد على معداته
2	ادارة الموردين	5	20	لوحة الإدارة	معدات المورد ومالكوها	../Suppliers/equipment_plan.php#2	Suppliers/equipment_plan.php	242	APPROVED	خطة معدات المورد المتعهَّد بها
2	ادارة الموردين	5	21	لوحة الإدارة	ملّاك الأسطول	../Financing/owners_registry.php	Financing/owners_registry.php	232	APPROVED	حصص الملكية في الأصول
2	ادارة الموردين	5	22	لوحة الإدارة	جاهزية المعدات للتشغيل	../Fleet/readiness_board.php	Fleet/readiness_board.php	262	APPROVED	جاهزية المعدات للتشغيل
2	ادارة الموردين	5	23	لوحة الإدارة	الوحدات التعاقدية المرقَّمة	../Operations/containers.php	Operations/containers.php	270	APPROVED	إسناد المعدات للوحدات
2	ادارة الموردين	5	24	لوحة الإدارة	إسناد المعدات للوحدات	../Operations/containers.php#2	Operations/containers.php	270	APPROVED	إسناد المعدات للوحدات
2	ادارة الموردين	5	25	لوحة الإدارة	تسليمُ الحصص بين الموردين	../Suppliers/sup_handover.php	Suppliers/sup_handover.php	249	APPROVED	تسليم الحصص بين الموردين
2	ادارة الموردين	5	26	لوحة الإدارة	تسجيل التايم شيت والإنتاج	../Timesheet/timesheet.php	Timesheet/timesheet.php	341	APPROVED	تسجيل التايم شيت والإنتاج — الموقع
2	ادارة الموردين	5	27	لوحة الإدارة	دفتر استهلاك حصص الموردين	../Suppliers/shares_coverage.php#2	Suppliers/shares_coverage.php	251	PENDING_DEDUP	حصص الموردين من العقود
2	ادارة الموردين	5	28	لوحة الإدارة	الأداء الشهري للوحدة	../Operations/unit_perf.php	Operations/unit_perf.php	268	APPROVED	الأداء الشهري للوحدة
2	ادارة الموردين	5	29	لوحة الإدارة	أداء الموردين وجاهزيتهم	../Suppliers/supplier_capacity.php#2	Suppliers/supplier_capacity.php	237	APPROVED	طاقة المورد وجاهزيته ومهلة الإحلال
2	ادارة الموردين	5	30	لوحة الإدارة	سجل المشغّلين	../Employees/equipment_operators.php	Employees/equipment_operators.php	183	APPROVED	سجل المشغّلين
2	ادارة الموردين	5	31	لوحة الإدارة	ما ينتظر اعتمادي	../Approvals/hours_approval.php	Approvals/hours_approval.php	24	APPROVED	ما ينتظر اعتمادي
2	ادارة الموردين	5	32	لوحة الإدارة	صندوقُ موافقاتي — ما ينتظر يدي	../Approvals/requests.php	Approvals/requests.php	23	PENDING_OWNER	صندوقُ موافقاتي — ما ينتظر يدي
2	ادارة الموردين	5	33	لوحة الإدارة	تسويات ومستحقات الموردين	../Suppliers/settlements.php	Suppliers/settlements.php	236	APPROVED	تسويات ومستحقات الموردين
2	ادارة الموردين	5	34	لوحة الإدارة	كشف حساب المورد الشهري	../Finance/supplier_statement_fin.php	Finance/supplier_statement_fin.php	159	PENDING_OWNER	كشف حساب المورد الشهري
2	ادارة الموردين	5	35	لوحة الإدارة	سلفيات الموردين	../Suppliers/supplier_advances.php	Suppliers/supplier_advances.php	238	APPROVED	سلفيات الموردين
2	ادارة الموردين	5	36	لوحة الإدارة	ذمم الموردين والمستحقات	../Finance/dues_fin.php	Finance/dues_fin.php	108	APPROVED	ذمم الموردين والمستحقات
2	ادارة الموردين	5	37	لوحة الإدارة	طلبات الدفع والسداد	../Finance/payments_fin.php	Finance/payments_fin.php	109	APPROVED	طلبات الدفع والسداد
2	ادارة الموردين	5	38	لوحة الإدارة	مخاطرُ الموردين	../Risk/risk_dept_sup.php	Risk/risk_dept_sup.php	252	APPROVED	مخاطر الموردين
2	ادارة الموردين	5	39	لوحة الإدارة	حوكمةُ الموردين	../Governance/gov_dept_sup.php	Governance/gov_dept_sup.php	253	APPROVED	حوكمة إدارة الموردين
2	ادارة الموردين	5	40	لوحة الإدارة	أوامر الصيانة	../Maintenance/orders.php	Maintenance/orders.php	278	APPROVED	أوامر الصيانة
2	ادارة الموردين	5	41	لوحة الإدارة	الجزاءات والحوافز التعاقدية	../Contracts/penalties.php	Contracts/penalties.php	198	APPROVED	الجزاءات والحوافز التعاقدية
2	ادارة الموردين	5	42	لوحة الإدارة	بلاغات إدارتي	../Tickets/dept_inbox.php	Tickets/dept_inbox.php	334	APPROVED	صندوقُ بلاغاتِ الإدارة
2	ادارة الموردين	5	43	لوحة الإدارة	أبلغ عن مشكلة من هذه الشاشة	../Tickets/ticket_contextual_open.php	Tickets/ticket_contextual_open.php	332	APPROVED	أبلغ عن مشكلة من هذه الشاشة
2	ادارة الموردين	5	44	لوحة الإدارة	صندوق ما ينتظر اعتمادي	../Finance/approvals_inbox.php	Finance/approvals_inbox.php	331	APPROVED	صندوق ما ينتظر اعتمادي
2	ادارة الموردين	5	45	لوحة الإدارة	تقييم المورد الدوري	../Suppliers/supplier_evaluation.php	Suppliers/supplier_evaluation.php	247	APPROVED	تقييم المورد الدوري
2	ادارة الموردين	5	46	لوحة الإدارة	تصفية إنهاء عقد مورد	../Suppliers/supplier_closure.php	Suppliers/supplier_closure.php	248	APPROVED	تصفية إنهاء عقد مورد
2	ادارة الموردين	5	47	تقارير الموردين	ميزانية إدارتي	../Finance/budget_dept.php	Finance/budget_dept.php	230	APPROVED	ميزانية إدارتي — التمويل
2	ادارة الموردين	5	48	تقارير الموردين	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
2	ادارة الموردين	5	49	تقارير الموردين	مركز التقارير	../emsreports/index.php	emsreports/index.php	19	PENDING_DEDUP	مركز التقارير — الحوكمة
2	ادارة الموردين	5	50	إضافاتُ المالك	كشفُ وحداتِ المورد	../Suppliers/unit_statement_supplier.php	Suppliers/unit_statement_supplier.php	239	APPROVED	كشف التايم شيت — المورد
2	ادارة الموردين	5	51	فريق العمل	إدارة المعاونين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
2	ادارة الموردين	5	52	فريق العمل	قاموسُ المبتدئ	../main/glossary.php	main/glossary.php	356	PENDING_OWNER	قاموسُ المبتدئ — بلغةِ أولِ يوم
2	ادارة الموردين	5	53	خارج الوثيقة — بانتظار قرار المالك	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
2	ادارة الموردين	5	54	العمل اليومي	طلب مالي جديد	../FinRequests/request_form.php	FinRequests/request_form.php	130	PENDING_OWNER	طلب مالي جديد
2	ادارة الموردين	5	55	العمل اليومي	مركز التقارير	../Reports/reports.php	Reports/reports.php	13	APPROVED	مركز التقارير — التنفيذية
2	ادارة الموردين	5	56	العمل اليومي	الإعدادات	../Settings/settings.php	Settings/settings.php	20	APPROVED	الإعدادات
2	ادارة الموردين	5	57	العمل اليومي	ميزانية إدارتي	../Finance/budget_form_fin.php	Finance/budget_form_fin.php	124	PENDING_OWNER	ميزانية إدارتي — المالية
2	ادارة الموردين	5	58	العمل اليومي	بنود عقد المورد	../Suppliers/supplier_contract_lines.php	Suppliers/supplier_contract_lines.php	241	PENDING_DEDUP	بنود عقد المورد
2	ادارة الموردين	5	59	العمل اليومي	وثائق المورد وحسابه البنكي	../Suppliers/supplier_documents.php	Suppliers/supplier_documents.php	250	APPROVED	وثائق المورد وحسابه البنكي
2	ادارة الموردين	5	60	العمل اليومي	تعرفة الترحيل وتسعير الأوامر	../Transport/transfer_tariffs.php	Transport/transfer_tariffs.php	311	PENDING_OWNER	تعرفة الترحيل وتسعير الأوامر
2	ادارة الموردين	5	61	العمل اليومي	طلبات عروض الموردين	../Suppliers/rfq_requests.php	Suppliers/rfq_requests.php	243	APPROVED	طلبات عروض الموردين
2	ادارة الموردين	5	62	المتابعة والموافقات	موافقات إدارتي	../FinRequests/dept_inbox.php	FinRequests/dept_inbox.php	144	APPROVED	موافقات إدارتي
2	ادارة الموردين	5	63	السجلات الرئيسية	حصص الموردين والتغطية	../Contracts/contracts.php	Contracts/contracts.php	197	APPROVED	عقود العملاء
2	ادارة الموردين	5	64	المخاطر	مخاطر إدارة الموردين	../Risk/dept_risk_space.php	Risk/dept_risk_space.php	74	PENDING_OWNER	مساحة مخاطر الإدارة
3	ادارة الاسطول	6	1	لوحة الإدارة	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
3	ادارة الاسطول	6	2	لوحة الإدارة	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
3	ادارة الاسطول	6	3	لوحة الإدارة	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
3	ادارة الاسطول	6	4	لوحة الإدارة	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
3	ادارة الاسطول	6	5	لوحة الإدارة	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
3	ادارة الاسطول	6	6	لوحة الإدارة	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
3	ادارة الاسطول	6	7	لوحة الإدارة	جاهزية المعدات للتشغيل	../Fleet/readiness_board.php	Fleet/readiness_board.php	262	APPROVED	جاهزية المعدات للتشغيل
3	ادارة الاسطول	6	8	إدخال الأصل والترميز	سجل المعدات	../Equipments/equipments.php	Equipments/equipments.php	256	PENDING_DEDUP	سجل المعدات
3	ادارة الاسطول	6	9	إدخال الأصل والترميز	جسر ترقيم المعدات	../Equipments/code_bridge.php	Equipments/code_bridge.php	257	APPROVED	جسر ترقيم المعدات
3	ادارة الاسطول	6	10	إدخال الأصل والترميز	أنواع المعدات وفئاتها	../Equipments/equipments_types.php	Equipments/equipments_types.php	264	PENDING_OWNER	أنواع المعدات وفئاتها
3	ادارة الاسطول	6	11	إدخال الأصل والترميز	موديلات المعدات ومواصفاتها	../Equipments/fleet_models.php	Equipments/fleet_models.php	263	PENDING_OWNER	موديلات المعدات ومواصفاتها
3	ادارة الاسطول	6	12	إدخال الأصل والترميز	مصدر المعدة ونمط تملّكها	../Equipments/equipment_sourcing.php	Equipments/equipment_sourcing.php	258	APPROVED	مصدر المعدة ونمط تملّكها
3	ادارة الاسطول	6	13	إدخال الأصل والترميز	ملّاك الأسطول	../Financing/owners_registry.php	Financing/owners_registry.php	232	APPROVED	حصص الملكية في الأصول
3	ادارة الاسطول	6	14	الجاهزية والتفعيل	الفحص الفني اليومي	../Maintenance/inspections.php	Maintenance/inspections.php	277	APPROVED	الفحص الفني اليومي
3	ادارة الاسطول	6	15	الجاهزية والتفعيل	أوامر الصيانة	../Maintenance/orders.php	Maintenance/orders.php	278	APPROVED	أوامر الصيانة
