timesheet_id,result,effects,adopted,reason
27685,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27686,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27687,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27688,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27689,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27690,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27691,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27692,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27693,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27694,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27695,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27696,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27697,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27698,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27699,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27700,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27701,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27702,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27703,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27704,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27705,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27706,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27707,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27708,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27709,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27710,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27711,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27712,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27713,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27714,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27715,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27716,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27717,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27718,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27719,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
27720,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29326,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29327,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29328,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29329,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29330,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29331,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29332,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29333,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29334,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29335,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29336,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29337,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29338,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29339,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29340,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29341,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29342,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29343,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29344,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29345,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29346,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29347,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29348,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29349,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29350,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29351,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29352,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29353,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29354,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29355,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29356,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29357,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29358,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29359,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29360,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
29361,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
