nav_id,role_id,door,label_ar,route,①group_new,②appearance,③parent_screen,④action,⑤alt_route,⑥permission,⑦test
806,1,FIN,"سجل الممولين",Financing/financiers_registry.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
807,1,FIN,"إنشاء عملية تمويل",Financing/financing_operation_new.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
802,1,GOV,"سجل الكيانات",Governance/entities_registry.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
803,1,GOV,"التفويض بالتوقيع",Governance/signing_authority.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
804,1,GOV,"التراخيص والكفالات",Governance/licenses_guarantees.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
805,1,GOV,"أنماط التفعيل",Governance/activation_patterns.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
829,1,GOV,"منح المجال المقيَّد",Governance/ownership_grants.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
833,1,HOME,"لوحة مدير التشغيل",admin/ops_manager_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
464,1,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
7,1,REC,العملاء,Clients/clients.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
8,1,REC,المشاريع,Projects/projects.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
9,1,REC,العقود,Contracts/contracts.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
10,1,REC,الموظفون,Employees/employees.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
491,1,REC,المستخلصات,Contracts/claims.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
552,1,REC,"مصفوفة التزامات العقد",Contracts/contract_obligations.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
568,1,REC,"احتساب الجزاءات والحوافز",Contracts/penalties.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
581,1,REC,"حاويات العقود",Operations/containers.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
591,1,REC,"مواقع التنفيذ",Projects/sites.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
11,1,REC,المعدات,Equipments/equipments_fleet.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
613,1,REC,"شروط تعديل السعر",Contracts/price_terms.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
12,1,REC,المعاونون,main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
455,1,REC,"وثائق المعدات والمشغّلين",Equipments/equipment_documents.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
13,1,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
708,1,REC,"خطة موارد العقد",Contracts/contract_resource_plan.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
834,1,REC,"التكليفات التنظيمية",admin/org_assignments.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
23,1,REP,التقارير,emsreports/index.php,"g7 التقارير",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
14,1,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
15,1,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
808,1,REP,"الاعتمادات المتأخرة والوثائق",Reports/approval_lag_report.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
16,1,SET,"أنواع المعدات",Equipments/equipments_types.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
17,1,SET,"الأنواع والموديلات",Equipments/fleet_models.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
18,1,SET,"إعداد الإهلاك",Equipments/fleet_depreciation_profiles.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
19,1,SET,الصلاحيات,main/users.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
20,1,SET,"سجل النشاط",ActivityLogs/activity_logs.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
21,1,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
835,1,SET,"الهيكل التنظيمي",admin/org_structure.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:1,"المسار القديم يصل بلا خطأ (nav_redirects)"
33,2,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
36,2,APPR,"اعتماد الوحدات التشغيلية",Approvals/hours_approval.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
501,2,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
31,2,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
32,2,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
35,2,DAILY,"المدفوعات والخزينة",Finance/payments_fin.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
465,2,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
27,2,REC,الموردون,Suppliers/suppliers.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
28,2,REC,"مشرفو الموردين",main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
30,2,REC,"عقود الموردين",Suppliers/supplierscontracts.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
536,2,REC,"تسويات الموردين",Suppliers/settlements.php,"g6 الإغلاق والتسوية",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
608,2,REC,"بنود عقد المورد",Suppliers/supplier_contract_lines.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
634,2,REC,"سلفيات الموردين",Suppliers/supplier_advances.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
641,2,REC,"قواعد تحميل المورد وجزاءاته",Suppliers/supplier_rules.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
646,2,REC,"الطاقة والجاهزية ومهلة الإحلال",Suppliers/supplier_capacity.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
648,2,REC,"تقييم المورد الدوري",Suppliers/supplier_evaluation.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
651,2,REC,"تصفية إنهاء عقد المورد",Suppliers/supplier_closure.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
654,2,REC,"وثائق المورد وحسابه البنكي",Suppliers/supplier_documents.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
680,2,REC,"تعرفة الترحيل وتسعير الأوامر",Transport/transfer_tariffs.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
689,2,REC,"طلبات عروض الموردين",Suppliers/rfq_requests.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
29,2,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
34,2,REP,"كشف حساب المورد",Finance/supplier_statement_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
37,2,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:2,"المسار القديم يصل بلا خطأ (nav_redirects)"
46,3,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
47,3,APPR,"وحدات الأطراف",Finance/unit_records_fin.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
50,3,APPR,"اعتماد الوحدات التشغيلية",Approvals/hours_approval.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
502,3,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
771,3,DAILY,"لوحة الجاهزية",Fleet/readiness_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
41,3,DAILY,التشغيل,Oprators/select_project.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
603,3,DAILY,"خطة عمل الغد",Operations/daily_plan.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
44,3,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
45,3,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
466,3,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
38,3,REC,المعدات,Equipments/equipments_fleet.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
42,3,REC,المشرفين,main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
49,3,REC,"الأصول والإهلاك",Finance/assets_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
582,3,REC,"حاويات العقود",Operations/containers.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
592,3,REC,"مواقع التنفيذ",Projects/sites.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
620,3,REC,"قراءات العدّادات",Equipments/meter_readings.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
456,3,REC,"وثائق المعدات والمشغّلين",Equipments/equipment_documents.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
43,3,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
48,3,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
39,3,SET,"الأنواع والموديلات",Equipments/fleet_models.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
40,3,SET,"إعداد الإهلاك",Equipments/fleet_depreciation_profiles.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
51,3,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:3,"المسار القديم يصل بلا خطأ (nav_redirects)"
62,4,APPR,"تسويات العاملين",Workforce/worker_settlement.php,"g6 الإغلاق والتسوية",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
69,4,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
70,4,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
71,4,APPR,"الذمم والتحصيل",Finance/dues_fin.php,"g4 المراجعة والاعتماد",★قائمة,,"★مراجعة تكرار الاسم — دمج أو تمييز",,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
72,4,APPR,"اعتماد الوحدات التشغيلية",Approvals/hours_approval.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
59,4,DAILY,"الإجازات والغياب",Workforce/worker_leave_absence.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
60,4,DAILY,"تنقلات العاملين",Workforce/worker_movement.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
61,4,DAILY,"تقييم الأداء",Workforce/worker_evaluation.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
63,4,DAILY,"احتياج القوى والتخطيط",Workforce/workforce_requirement.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
67,4,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
68,4,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
467,4,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
52,4,REC,الموظفون,Employees/employees.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
55,4,REC,"المشغّلون والسائقون",Employees/equipment_operators.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
56,4,REC,المشرفين,main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
57,4,REC,"السجل التشغيلي للعامل",Workforce/worker_register.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
571,4,REC,"تسويات الموظفين",Workforce/employee_settlements.php,"g6 الإغلاق والتسوية",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
58,4,REC,"عقود العاملين",Workforce/worker_contract.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
595,4,REC,"سجل العقود الموحّد",Workforce/contract_registry.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
622,4,REC,"مسيّر الرواتب",Workforce/payroll_runs.php,"g6 الإغلاق والتسوية",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
628,4,REC,"سلفيات الموظفين",Workforce/employee_advances.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
65,4,REC,"السكن والإعاشة",Workforce/housing_units.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
462,4,REC,"وثائق المعدات والمشغّلين",Equipments/equipment_documents.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
671,4,REC,"تصفية إنهاء خدمة الموظف",Workforce/final_settlement.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
64,4,REP,"سجل الأحداث التشغيلية",Workforce/worker_worklog.php,"g7 التقارير",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
66,4,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
53,4,SET,"المسميات الوظيفية",Employees/job_titles.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
54,4,SET,"الأدوار الوظيفية",Employees/employee_roles.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
73,4,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:4,"المسار القديم يصل بلا خطأ (nav_redirects)"
80,5,APPR,"وحدات الأطراف",Finance/unit_records_fin.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
511,5,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
82,5,APPR,"اعتماد الوحدات التشغيلية",Approvals/hours_approval.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
504,5,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
765,5,DAILY,"غرفة عمليات التشغيل",Operations/operations_room.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
74,5,DAILY,"تسجيل الوحدات",Timesheet/timesheet_type.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
604,5,DAILY,"خطة عمل الغد",Operations/daily_plan.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
77,5,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
78,5,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
468,5,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
75,5,REC,"إدارة المعاونين",main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
79,5,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
583,5,REC,"حاويات العقود",Operations/containers.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
593,5,REC,"مواقع التنفيذ",Projects/sites.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
76,5,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
81,5,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
83,5,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:5,"المسار القديم يصل بلا خطأ (nav_redirects)"
90,6,APPR,"وحدات الأطراف",Finance/unit_records_fin.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
512,6,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
505,6,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
841,6,APPR,"أذونات المواقع",admin/org_permits.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
766,6,DAILY,"غرفة عمليات التشغيل",Operations/operations_room.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
767,6,DAILY,"مساحة التوزيع",Operations/distribution_space.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
84,6,DAILY,"متابعة المشروع",movement/map_page.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
85,6,DAILY,الورديات,movement/movement_operations.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
87,6,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
88,6,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
469,6,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
86,6,REC,المشرفين,main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
89,6,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
