#	الإدارةُ المالكة	الملف	اسمُ الشاشة	المرحلة	المجموعة	الأعمدة	أطويلة	الأفعال	العارضون	حقولٌ حساسة	المناظر	الفصلُ في UX
11	إدارة التشغيل	stops.php	التوقفات وتحديد المتحمل	رابعًا: تسجيل عمل اليوم	التوقفات	32	نعم	2	4	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
12	إدارة التشغيل	risk_dept_ops.php	المخاطر التشغيلية	مخاطرُ الإدارة	مخاطرُ إدارتي	22	نعم	3	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
13	إدارة التشغيل	distribution.php	توزيع المعدات والمشغّلين	لوحة الإدارة	غرفة العمليات ولوحة المواقع	23	نعم	2	4	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
14	إدارة التشغيل	gov_dept_ops.php	حوكمة إدارة التشغيل	—	—	15	لا	2	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
15	إدارة التشغيل	ops_room.php	غرفة عمليات المواقع	لوحة الموقع	غرفة العمليات	14	لا	2	1	0	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
16	المبيعات والعقود	price_adjust.php	آليات تعديل السعر	رابعًا: تثبيت خط الأساس	آليات التعديل	25	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
17	المبيعات والعقود	contract_terms.php	أحكام العقد — العملات والمقدم والمهل	رابعًا: تثبيت خط الأساس	الأحكام والعملات	26	نعم	1	2	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
18	المبيعات والعقود	unbilled.php	الأعمال غير المفوترة	خامسًا: إقفال الفترة	غير المفوتر	29	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
19	المبيعات والعقود	coverage.php	التزام العقد بنوع المعدة	أولًا: خطة الشهر	العقود والتغطية	38	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
20	المبيعات والعقود	penalties.php	الجزاءات والحوافز التعاقدية	سادسًا: المستخلص والمطالبة	الجزاءات والحوافز	30	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
21	المبيعات والعقود	opportunities.php	الفرص والزيارات والمناقصات	أولًا: العميل والفرصة	الفرص والمناقصات	24	نعم	1	0	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
22	المبيعات والعقود	commercial_risks.php	المخاطر التجارية	خامسًا: المخاطر والحسم	المخاطر التجارية	22	نعم	1	1	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
23	المبيعات والعقود	claims.php	المستخلصات والمطالبات	سادسًا: المستخلص والمطالبة	المستخلصات	36	نعم	2	1	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
24	المبيعات والعقود	projects.php	المشاريع والمواقع	سجلات الموقع	العقد والمشروع	22	نعم	1	3	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
25	المبيعات والعقود	units.php	الوحدات التعاقدية المرقَّمة	أولًا: خطة الشهر	العقود والتغطية	26	نعم	1	3	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
26	المبيعات والعقود	gov_dept_sal.php	حوكمة المبيعات والعقود	—	—	15	لا	2	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
27	المبيعات والعقود	clients.php	سجل العملاء	سجلات التشغيل	المشاريع والمواقع	20	نعم	1	2	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
28	المبيعات والعقود	contract_events.php	سجل حركة العقد	ثالثًا: مراجعة العقد وتوقيعه	سجل حركة العقد	22	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
29	المبيعات والعقود	quotations.php	عروض الأسعار للعملاء	ثانيًا: العرض والتسعير	العروض	28	نعم	2	1	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
30	المبيعات والعقود	contracts.php	عقود العملاء	سجلات الموقع	العقد والمشروع	41	نعم	1	4	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
31	المبيعات والعقود	pricelists.php	قوائم التسعير المعتمدة	ثانيًا: العرض والتسعير	كتالوج الخدمات والتسعير	22	نعم	1	1	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
32	المبيعات والعقود	products.php	كتالوج الخدمات وبنود البيع	ثانيًا: العرض والتسعير	كتالوج الخدمات والتسعير	19	لا	1	1	4	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
33	المبيعات والعقود	risk_dept_sal.php	مخاطر المبيعات والعقود	مخاطرُ الإدارة	مخاطرُ إدارتي	22	نعم	3	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
34	المبيعات والعقود	contract_review.php	مراجعة العقود وملاحظاتها	ثالثًا: العقودُ والالتزاماتُ المحجوزةُ أو المصعَّدةُ للرئيس	مراجعة العقود قبل التوقيع	26	نعم	1	3	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
35	المبيعات والعقود	contract_amendments.php	ملاحق العقود وتجديداتها	ثالثًا: مراجعة العقد وتوقيعه	الملاحق والتجديد	30	نعم	1	3	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
36	المبيعات والعقود	business_models.php	نماذج العمل ووحدات القياس	أولًا: نماذج العمل والحدود	نماذج العمل ووحدات القياس	20	نعم	1	4	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
37	المبيعات والعقود	units_of_measure.php	وحدات القياس والتحويل	ثانيًا: العرض والتسعير	كتالوج الخدمات والتسعير	12	لا	1	2	0	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
38	إدارة الموردين	supplier_perf.php	أداء الموردين وجاهزيتهم	خامسًا: اعتماد وحداته	الأداء الشهري	22	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
39	إدارة الموردين	supplier_settle.php	تسويات ومستحقات الموردين	سادسًا: التسوية والدفع	التسويات	39	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
40	إدارة الموردين	supplier_closure.php	تصفية إنهاء عقد مورد	سابعًا: التقييم والتصفية	تصفية إنهاء العقد	33	نعم	1	2	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
41	إدارة الموردين	supplier_evaluation.php	تقييم المورد الدوري	سابعًا: التقييم والتصفية	التقييم الدوري	24	نعم	1	2	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
42	إدارة الموردين	equipment_quota.php	توزيع وحدات المورد على معداته	أولًا: خطة الشهر	حصص الموردين وحاوياتها	29	نعم	2	5	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
43	إدارة الموردين	supplier_bank.php	حسابات الموردين البنكية	أولًا: تسجيل المورد ووثائقه	الحسابات البنكية	28	نعم	1	2	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
44	إدارة الموردين	supplier_quota.php	حصص الموردين من العقود	أولًا: خطة الشهر	حصص الموردين وحاوياتها	37	نعم	2	2	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
45	إدارة الموردين	gov_dept_sup.php	حوكمة إدارة الموردين	—	—	15	لا	2	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
46	إدارة الموردين	supplier_plan.php	خطة معدات المورد المتعهَّد بها	رابعًا: توزيع الحصة على معداته	خطة معدات المورد — أساسي واحتياطي	22	نعم	1	2	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
47	إدارة الموردين	quota_ledger.php	دفتر استهلاك حصص الموردين	خامسًا: اعتماد وحداته	دفتر استهلاك القدرات	20	نعم	1	3	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
48	إدارة الموردين	suppliers.php	سجل الموردين	ثانيًا: العروض والترسية	الموردون	32	نعم	2	3	6	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
49	إدارة الموردين	supplier_advances.php	سلفيات الموردين	سادسًا: التسوية والدفع	السلفيات	31	نعم	1	1	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
50	إدارة الموردين	supplier_capacity.php	طاقة المورد وجاهزيته ومهلة الإحلال	ثانيًا: العقد والحصة	الطاقة ومهلة الإحلال	30	نعم	1	1	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
51	إدارة الموردين	supplier_contracts.php	عقود الموردين	ثانيًا: العقد والحصة	العقود	37	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
52	إدارة الموردين	supplier_rules.php	قواعد التحميل والجزاءات على المورد	ثانيًا: العقد والحصة	قواعد التحميل والجزاءات	21	نعم	1	2	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
53	إدارة الموردين	supplier_stmt.php	كشف حساب المورد الشهري	سادسًا: التسوية والدفع	الكشف الشهري	26	نعم	1	1	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
54	إدارة الموردين	risk_dept_sup.php	مخاطر الموردين	مخاطرُ الإدارة	مخاطرُ إدارتي	22	نعم	3	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
55	إدارة الموردين	supplier_equip.php	معدات المورد ومالكوها	رابعًا: توزيع الحصة على معداته	معدات المورد ومالكوها	26	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
56	إدارة الأسطول	equip_types.php	أنواع المعدات وفئاتها	أولًا: إدخال الأصل والترميز	الأنواع والموديلات	16	لا	1	2	0	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
57	إدارة الأسطول	depreciation.php	الإهلاك والقيمة الدفترية	خامسًا: المطابقة والإهلاك	الإهلاك والقيمة	33	نعم	1	2	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
58	إدارة الأسطول	code_bridge.php	جسر ترقيم المعدات	أولًا: إدخال الأصل والترميز	جسر ترقيم المعدات	20	نعم	1	4	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
59	إدارة الأسطول	gov_dept_flt.php	حوكمة إدارة الأسطول	—	—	15	لا	2	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
60	إدارة الأسطول	equipments.php	سجل المعدات	ثالثًا: تجهيز الموارد	الموارد المتاحة	47	نعم	2	7	9	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
61	إدارة الأسطول	dep_profiles.php	سياسات الإهلاك المعتمدة	خامسًا: المطابقة والإهلاك	إعدادات الإهلاك	31	نعم	1	1	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
62	إدارة الأسطول	equip_meters.php	قراءات العدّادات	رابعًا: الوقائية بالساعات	ساعات المحرّك	29	نعم	1	2	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
63	إدارة الأسطول	risk_dept_flt.php	مخاطر الأسطول	مخاطرُ الإدارة	مخاطرُ إدارتي	22	نعم	3	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
64	إدارة الأسطول	equipment_sourcing.php	مصدر المعدة ونمط تملّكها	أولًا: إدخال الأصل والترميز	مصدر المعدة ونمط تملّكها	25	نعم	1	4	7	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
65	إدارة الأسطول	asset_recon.php	مطابقة سجل الأصول بالتشغيل	خامسًا: المطابقة والإهلاك	مطابقة الأصول بالتشغيل	18	لا	1	2	0	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
66	إدارة الأسطول	fleet_owners.php	ملّاك الأسطول	رابعًا: توزيع الحصة على معداته	معدات المورد ومالكوها	23	نعم	1	2	7	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
67	إدارة الأسطول	equip_models.php	موديلات المعدات ومواصفاتها	ثانيًا: أمر العمل والتكليف	المعدة وسجلها	18	لا	1	1	0	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
68	إدارة الأسطول	equip_docs.php	وثائق المعدات والمشغّلين	ثالثًا: تجهيز الموارد	الجاهزية والوثائق	20	نعم	1	5	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
69	المالية والخزينة	fx_rates.php	أسعار الصرف	خامسًا: الخزينة والمطابقة	أسعار الصرف	21	نعم	1	2	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
70	المالية والخزينة	period_close.php	إقفال الفترة المحاسبية	سابعًا: الإقفال والموازنة	إقفال الفترة	25	نعم	1	0	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
71	المالية والخزينة	fin_early_warning.php	الإنذار المالي المبكر	تاسعًا: التحليلُ الماليُّ والنسب	النسبُ والتحليل	13	لا	1	1	2	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
72	المالية والخزينة	cash_forecast.php	التدفق النقدي والتنبؤ	خامسًا: الخزينة والمطابقة	التدفق النقدي	24	نعم	1	3	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
73	المالية والخزينة	cost_report.php	التكاليف والربحية بالمركز	متابعة وتقارير المالية	الهامش والتكلفة	23	نعم	1	2	8	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
74	المالية والخزينة	treasury.php	الخزينة والصناديق	خامسًا: الخزينة والمطابقة	الخزينة	29	نعم	1	0	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
75	المالية والخزينة	tax_invoices.php	الفاتورة الضريبية والإقرارات	سادسًا: القيود والدفاتر	الضرائب والإقرارات	27	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
76	المالية والخزينة	fin_statements.php	القوائم المالية	سادسًا: الرقابة العليا	الأداء المالي	27	نعم	1	1	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
77	المالية والخزينة	journal.php	القيود اليومية	سادسًا: القيود والدفاتر	القيود	40	نعم	1	0	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
78	المالية والخزينة	risk_dept_fin.php	المخاطر المالية	مخاطرُ الإدارة	مخاطرُ إدارتي	22	نعم	3	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
79	المالية والخزينة	bank_recon.php	المطابقة البنكية	خامسًا: الخزينة والمطابقة	المطابقة البنكية	22	نعم	1	0	7	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
80	المالية والخزينة	budget_master.php	الموازنة العامة	أولًا: نماذج العمل والحدود	الموازنة العامة	22	نعم	2	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
81	المالية والخزينة	effect_map.php	تتبّع الأثر من الواقعة إلى القيد	متابعة وتقارير المالية	سجل الحركة المالية	19	لا	1	7	5	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
82	المالية والخزينة	fin_ratio_detail.php	تفصيل نسبة مالية	تاسعًا: التحليلُ الماليُّ والنسب	النسبُ والتحليل	20	نعم	1	1	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
83	المالية والخزينة	entitlement.php	توليد المستحق من العمل المعتمد	خامسًا: الأداء والاستحقاق	أحكام المشغّل	31	نعم	1	4	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
84	المالية والخزينة	fin_ratio_targets.php	حدود النسب وأهدافها	تاسعًا: التحليلُ الماليُّ والنسب	النسبُ والتحليل	15	لا	1	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
85	المالية والخزينة	gov_dept_fin.php	حوكمة المالية والخزينة	—	—	15	لا	2	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
86	المالية والخزينة	coa.php	دليل الحسابات ومراكز التكلفة	سادسًا: القيود والدفاتر	دليل الحسابات	20	نعم	1	1	7	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
87	المالية والخزينة	receivables.php	ذمم العملاء وأعمارها	سادسًا: المستخلص والمطالبة	الذمم وكشف الحساب	31	نعم	2	1	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
88	المالية والخزينة	payables.php	ذمم الموردين والمستحقات	سادسًا: التسوية والدفع	الذمم وطلب الدفع	27	نعم	1	2	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
89	المالية والخزينة	fin_unit_economics.php	ربحية المعدة الواحدة	تاسعًا: التحليلُ الماليُّ والنسب	الربحيةُ بالأبعاد	17	لا	1	1	7	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
90	المالية والخزينة	cycle_time.php	زمن دورة الطلبات	متابعة وتقارير المالية	الانحراف وزمن الدورة	25	نعم	1	6	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
91	المالية والخزينة	payments.php	طلبات الدفع والسداد	طلبات التشغيل	الشراء والترحيل والدفع	38	نعم	2	7	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
92	المالية والخزينة	entitlement_gate.php	فحص شروط الاستحقاق	أولًا: تحويل العمل إلى مستحق	بوابة الاستحقاق	26	نعم	1	4	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
93	المالية والخزينة	invoices.php	فواتير العملاء	ثانيًا: الإيراد والفوترة	المستخلصات والفواتير	34	نعم	1	1	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
94	المالية والخزينة	fin_cashflow_stmt.php	قائمة التدفقات النقدية	تاسعًا: التحليلُ الماليُّ والنسب	القوائمُ المكمِّلة	18	لا	1	1	3	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
95	المالية والخزينة	fin_equity_stmt.php	قائمة التغيرات في حقوق الملكية	تاسعًا: التحليلُ الماليُّ والنسب	القوائمُ المكمِّلة	17	لا	1	1	2	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
96	المالية والخزينة	fin_project_pl.php	قائمة دخل المشروع	تاسعًا: التحليلُ الماليُّ والنسب	الربحيةُ بالأبعاد	17	لا	1	1	3	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
97	المالية والخزينة	routing_admin.php	قواعد توجيه الطلبات المالية	إعدادات المالية	قواعد التوجيه	25	نعم	1	1	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
98	المالية والخزينة	client_statement.php	كشف حساب العميل	أولًا: العميل والفرصة	العملاء	28	نعم	1	1	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
99	المالية والخزينة	fin_ratios.php	لوحة النسب المالية	تاسعًا: التحليلُ الماليُّ والنسب	النسبُ والتحليل	15	لا	1	1	2	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
100	المالية والخزينة	variance.php	متابعة انحراف المنفَّذ عن المخطط	رابعًا: متابعة الانحراف	الانحراف والهامش	18	لا	1	2	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
101	المالية والخزينة	maint_provision.php	مخصص الصيانة والعمرات	سابعًا: الإقفال والموازنة	مخصص الصيانة	29	نعم	1	2	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
102	المالية والخزينة	fin_posting_matrix.php	مصفوفة الترحيل من الإدارات	تاسعًا: التحليلُ الماليُّ والنسب	الترحيل	14	لا	1	1	2	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
103	المالية والخزينة	accountant_desk.php	مهام المحاسب اليومية	سادسًا: القيود والدفاتر	مكتب المحاسب	15	لا	1	0	0	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
104	المالية والخزينة	budget_dept.php	ميزانية إدارتي	سابعًا: إقفال اليوم	الميزانية والإنجاز	19	لا	1	14	2	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
105	المالية والخزينة	margin.php	هامش الربح للعقد والواقعة	سادسًا: الرقابة العليا	الأداء المالي	26	نعم	2	1	11	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
106	المالية والخزينة	fin_contract_margin.php	هامش العقد ونموذج العمل	تاسعًا: التحليلُ الماليُّ والنسب	الربحيةُ بالأبعاد	13	لا	1	1	3	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
107	التمويل والملكية	fin_assets.php	الأعيان المموَّلة	سادسًا: التمويل والملكية	الأعيان المموَّلة	25	نعم	1	2	7	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
108	التمويل والملكية	installments.php	الأقساط ومواعيد السداد	رابعًا: الأقساط والتكلفة	الأقساط	31	نعم	2	1	6	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
109	التمويل والملكية	fin_exit.php	الخروج غير المسجَّل من الملكية	خامسًا: الانحراف والتصحيح	الخروج غير المسجَّل	27	نعم	1	1	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
110	التمويل والملكية	fin_deviations.php	انحرافات التمويل — السداد والملكية والتوثيق	خامسًا: الانحراف والتصحيح	الانحرافات الثلاثة	23	نعم	1	2	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
111	التمويل والملكية	fin_changes.php	تغيّرات عقود التمويل	ثانيًا: عملية التمويل	تغيّرات العقود	26	نعم	1	1	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
112	التمويل والملكية	fin_cost.php	توزيع تكلفة التمويل على المشاريع	رابعًا: التكلفة والتحميل	تكلفة التمويل	30	نعم	1	2	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
113	التمويل والملكية	shares.php	حصص الملكية في الأصول	سادسًا: التمويل والملكية	الأعيان المموَّلة	27	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
114	التمويل والملكية	gov_dept_cap.php	حوكمة التمويل والملكية	—	—	15	لا	2	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
115	التمويل والملكية	financiers.php	سجل الممولين	أولًا: النموذج والممول	الممولون	28	نعم	1	2	6	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
116	التمويل والملكية	fin_idle.php	عقود تمويل بلا حركة	خامسًا: الانحراف والتصحيح	عقود بلا حركة	25	نعم	1	1	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
117	التمويل والملكية	fin_ops.php	عمليات التمويل	ثانيًا: عملية التمويل	العمليات	41	نعم	1	2	10	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
118	التمويل والملكية	fin_variance.php	فروق السداد والاستحقاق	خامسًا: الانحراف والتصحيح	فروق السداد	25	نعم	1	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
119	التمويل والملكية	risk_dept_cap.php	مخاطر التمويل والملكية	مخاطرُ الإدارة	مخاطرُ إدارتي	22	نعم	3	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
120	التمويل والملكية	fin_models.php	نماذج التمويل ومعالجتها	أولًا: النموذج والممول	نماذج التمويل	21	نعم	1	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
121	الموارد البشرية	leaves.php	الإجازات والغياب	سجلات الموقع	الحضور	24	نعم	1	2	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
122	الموارد البشرية	recruitment.php	التوظيف من الشاغر إلى المباشرة	أولًا: السجل والتكويد والتعاقد	التوظيف	28	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
123	الموارد البشرية	attendance.php	الحضور والانصراف	سجلات الموقع	الحضور	27	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
124	الموارد البشرية	deductions.php	الخصومات والجزاءات	سادسًا: الخصومات	الخصومات	33	نعم	1	2	3	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
125	الموارد البشرية	advances.php	السلف والعهد المالية	خامسًا: الخصومات والسلف	السلف والعهد	29	نعم	1	1	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
126	الموارد البشرية	final_settlement.php	تصفية إنهاء خدمة موظف	سادسًا: التقييم والتصفية	تصفية إنهاء الخدمة	39	نعم	1	3	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
127	الموارد البشرية	worker_evaluation.php	تقييم أداء العاملين	سادسًا: التقييم والتصفية	تقييم الأداء	21	نعم	1	2	0	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
128	الموارد البشرية	gov_dept_hrm.php	حوكمة الموارد البشرية	—	—	15	لا	2	1	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
129	الموارد البشرية	employees.php	سجل الموظفين	ثانيًا: التعاقد والمباشرة	سجل الموظفين	26	نعم	1	3	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
130	الموارد البشرية	project_contracts.php	عقود المشاريع المؤقتة	أولًا: السجل والتكويد والتعاقد	العقود المشروعية	30	نعم	2	6	2	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
131	الموارد البشرية	emp_contracts.php	عقود الموظفين	ثانيًا: التعاقد والمباشرة	العقود الإدارية السنوية	40	نعم	1	2	5	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
132	الموارد البشرية	risk_dept_hrm.php	مخاطر الموارد البشرية	مخاطرُ الإدارة	مخاطرُ إدارتي	22	نعم	3	1	1	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
133	الموارد البشرية	payroll.php	مسيّر الرواتب	سابعًا: المسيّر والدفع	المسيّر	37	نعم	1	2	4	مطلوبة	الفصلُ ٢ — سجلُّ الشاشات
134	RSK	risk_treatment.php	إجراءات المعالجة	سادسًا: المعالجةُ والمتابعة	المعالجة	19	لا	2	0	1	غيرُ لازمة	الفصلُ ٢ — سجلُّ الشاشات
