path	family	suffix	class	rank	reason	bytes	mtime	sha1
docs/CON02_CLIENT_CONTRACTS_GAP_REPORT_ar.md	CON02_CLIENT_CONTRACTS_GAP_REPORT_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	38610	2026-08-01 20:13	2ac7ea650cb905ab3854b73fcd988b3025ed71cd
docs/CON02_MEDIUM_TIER_DECISIONS_ar.md	CON02_MEDIUM_TIER_DECISIONS_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	13704	2026-08-01 20:13	91ac72266c7f06d89598e4142fd8e8000b9d704e
docs/CON02_UAT_PER_TASK_ar.md	CON02_UAT_PER_TASK_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	12063	2026-08-01 20:13	2b58f3eaa28b21eeb11dd888d3ddb5bbef0370e2
docs/CSRF_ROLLOUT_GUIDE_ar.md	CSRF_ROLLOUT_GUIDE_ar	0	متخصصة نافذة	4	دليل استخدام/تشغيل	4933	2026-07-07 16:48	4445994424c3fa215887417a95a3f0fbf3c5094d
docs/D04_D05_IMPLEMENTATION_STATUS_ar.pdf	D04_D05_IMPLEMENTATION_STATUS_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	327008	2026-07-18 00:05	d05a3df6d99a17ce4f8fce51a62b428f8353035f
docs/D04_D05_WhatsApp_ar.txt	D04_D05_WhatsApp_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	1643	2026-07-18 00:05	3987d037f555e0101522364c3a2e47b9897ccd3c
docs/D04_FINANCE_AUDIT_REPORT_ar.md	D04_FINANCE_AUDIT_REPORT_ar	0	تقرير تدقيق	6	تقرير تدقيق سابق	27001	2026-07-18 17:53	8d72d79f00a52ee897a9ad519048992d05ea8d71
docs/DOCS_COMPLIANCE_AUDIT_20260727_ar.md	DOCS_COMPLIANCE_AUDIT_20260727_ar	0	تقرير تدقيق	6	تقرير تدقيق سابق	17117	2026-08-01 20:13	e38f2b9be7e6ab4db043896710079125f0b8becd
docs/DOCS_EXECUTION_STATUS_REPORT_ar.md	DOCS_EXECUTION_STATUS_REPORT_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	21279	2026-08-06 04:30	da15e681844023f8ec8a68b9ad8b119c090c4652
docs/DOCS_EXECUTION_STATUS_REPORT_ar.pdf	DOCS_EXECUTION_STATUS_REPORT_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	511034	2026-08-06 04:28	3860a172d31becdf9e709c8a3a77cb59c90c6bf6
docs/E01_CONVERSION_SWEEP_ar.csv	E01_CONVERSION_SWEEP_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	61256	2026-08-06 05:50	a7ad5e4763199d2029035fedd1efdcf754793c9f
docs/E02_BRIDGE_AMBIGUOUS_ar.csv	E02_BRIDGE_AMBIGUOUS_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	3155	2026-08-06 02:31	c4ac4c82baf80e4b7faa8ae9db0663736d4f973c
docs/E02_TON_METER_MISSING_HOURS_ar.csv	E02_TON_METER_MISSING_HOURS_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	93339	2026-08-05 20:51	a7cf71d9e440c3b8d6ea65eeda7f875be0b428c0
docs/EMS_CATALOG_EQUIPATION_ar.md	EMS_CATALOG_EQUIPATION_ar	0	متخصصة نافذة	4	دليل استخدام/تشغيل	31090	2026-08-01 20:13	f7e38dd2f242d9ec14ff5679c8c6cbd7b214cfe7
docs/EMS_CATALOG_ar.md	EMS_CATALOG_ar	0	متخصصة نافذة	4	دليل استخدام/تشغيل	193086	2026-08-01 20:13	947f42f05b01f142812bf0946a6b8ea1fd334280
docs/EMS_CATALOG_ar.pdf	EMS_CATALOG_ar	0	متخصصة نافذة	4	دليل استخدام/تشغيل	3011162	2026-08-01 20:13	761f5f732de758a2f97c7421ea507381878dd67b
docs/EMS_تقرير_إعادة_التسمية_النصية_20260719.docx	EMS_تقرير_إعادة_التسمية_النصية_20260719	0	سجل تنفيذ حي	7	محضر تنفيذ	29417	2026-08-01 20:13	27821229acddea71d4e563acf6e5b83ec0b25bf4
docs/EMS_تقرير_صلاحيات_الشاشات_20260719.xlsx	EMS_تقرير_صلاحيات_الشاشات_20260719	0	سجل تنفيذ حي	7	محضر تنفيذ	125368	2026-07-18 22:40	c96491b927f27abf9b16cceffd29935d130ba62c
docs/EMS_دليل_السايدبار_وقرار_المالك_20260725.xlsx	EMS_دليل_السايدبار_وقرار_المالك_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	119192	2026-08-03 08:59	2448f33dc4f8cef0420445e76cb138dc28807d86
docs/EMS_دليل_السايدبار_وقرار_المالك_v2_20260725.xlsx	EMS_دليل_السايدبار_وقرار_المالك_v2_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	104557	2026-08-08 10:55	6018d452b1ae0c78c3738b7c920ff7a03ced5c03
docs/EMS_دليل_شاشات_إدارة_المبيعات_وجداولها_20260725.xlsx	EMS_دليل_شاشات_إدارة_المبيعات_وجداولها_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	68621	2026-08-01 20:13	60702da2ae746f54dfe7bed1b95922ff9c41e7d2
docs/EMS_دليل_شاشات_الإدارات_20260719.xlsx	EMS_دليل_شاشات_الإدارات_20260719	0	متخصصة نافذة	4	دليل استخدام/تشغيل	79077	2026-07-18 22:57	d94a2919aae79aee854dbec55e6676bef22cce9f
docs/EMS_دليل_شاشات_الإدارات_20260725.xlsx	EMS_دليل_شاشات_الإدارات_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	93139	2026-08-01 20:13	85af976d959e84eefa10ac12b0ae01838ada0f64
docs/EMS_دليل_شاشات_الإدارة_المالية_وجداولها_20260725.xlsx	EMS_دليل_شاشات_الإدارة_المالية_وجداولها_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	94636	2026-08-01 20:13	b6285399fb153138b12656dcf5701a4ed64fe651
docs/EMS_دليل_شاشات_السايدبار_20260719.xlsx	EMS_دليل_شاشات_السايدبار_20260719	0	متخصصة نافذة	4	دليل استخدام/تشغيل	94700	2026-07-18 17:54	a7ed6616213f24a46f14cca5d4c01a7a88f550dd
docs/EMS_دليل_شاشات_السايدبار_20260725.xlsx	EMS_دليل_شاشات_السايدبار_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	108002	2026-08-01 20:13	73ffe39b5f3e48f0181e0e246ab67012da6d09a4
docs/EMS_دليل_شاشات_السايدبار_v2_20260725.xlsx	EMS_دليل_شاشات_السايدبار_v2_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	111672	2026-08-01 20:13	1f0f586936a2f029de113ed4c88a02f26aaa0212
docs/EMS_دليل_شاشات_السايدبار_v3_20260725.xlsx	EMS_دليل_شاشات_السايدبار_v3_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	116062	2026-08-02 20:21	54c598b1e5b66193ca7b817ffc4ac4d91d004a8f
docs/EMS_دليل_شاشات_السايدبار_v4_20260725.xlsx	EMS_دليل_شاشات_السايدبار_v4_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	122861	2026-08-02 20:56	b6b1245f2266be7eec594cecf44f935f256c2667
docs/EMS_دليل_شاشات_السايدبار_الشامل_20260725.xlsx	EMS_دليل_شاشات_السايدبار_الشامل_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	114947	2026-08-08 11:00	ebf0b027b1204b0aed9d18c925c6b20e322b4bb7
docs/EMS_دليل_شاشات_السايدبار_الشامل_v2_20260725.xlsx	EMS_دليل_شاشات_السايدبار_الشامل_v2_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	115866	2026-08-08 20:42	35442b27de5b9f7b06a697761cea7be1627f919d
docs/EMS_دليل_شاشات_السايدبار_الشامل_v3_20260725.xlsx	EMS_دليل_شاشات_السايدبار_الشامل_v3_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	120865	2026-08-08 20:51	ddb3a3199627319ab930aee9a4dabcfb64ec6050
docs/EMS_دليل_شاشات_السايدبار_الشامل_النهائي_20260809.xlsx	EMS_دليل_شاشات_السايدبار_الشامل_النهائي_20260809	0	متخصصة نافذة	4	دليل استخدام/تشغيل	123714	2026-08-08 21:01	fd01a1efdfceea3c03ce5d74c9e53bf29ab9af8f
docs/EMS_دليل_شاشات_السايدبار_قبل_وبعد_20260725.xlsx	EMS_دليل_شاشات_السايدبار_قبل_وبعد_20260725	0	متخصصة نافذة	4	دليل استخدام/تشغيل	87960	2026-08-01 20:13	7257804d74facaeeea458bc765166c0446c29ae8
docs/EXECUTION_ADDENDUM_PLAN03_ar.md	EXECUTION_ADDENDUM_PLAN03_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	12740	2026-08-01 20:13	290c72f6f2ad04272baa175fa2e38d193628b231
docs/EXECUTION_BRIEF_update0001_ar.md	EXECUTION_BRIEF_update0001_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	38852	2026-08-01 20:13	753706958c6c8c2d7e0edd5e9390b25e5e96b8df
docs/EXECUTION_LOG_update0001.md	EXECUTION_LOG_update0001	0	سجل تنفيذ حي	7	محضر تنفيذ	261405	2026-08-01 20:13	e7d7a30ea4773b25626fa32f101cb195bafe4378
docs/EXECUTION_LOG_update0003.md	EXECUTION_LOG_update0003	0	سجل تنفيذ حي	7	محضر تنفيذ	59837	2026-08-01 20:13	dabceab340d62faf3b9fb4d857ce22d122e05569
docs/FINANCE_ROLE_EXPLAINER_ar.md	FINANCE_ROLE_EXPLAINER_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	36297	2026-07-18 17:54	07973c4692f619159ec86b850c5169e715b761d1
docs/FINANCE_SCREENS_MANUAL_ar.md	FINANCE_SCREENS_MANUAL_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	72205	2026-07-18 18:24	319dabe067d2ff3fef850e9f600c34853122ee52
docs/GAP_REPORT_update0001_ar.md	GAP_REPORT_update0001_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	45761	2026-08-01 20:13	983c3f3b909ab229c855e54a01a48352f6a5a0cd
docs/GUARD_DEBT_SWEEP_ar.csv	GUARD_DEBT_SWEEP_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	3245	2026-08-06 03:35	ebc46c2b1cb5b3e099b176e0c75fd2a30cc8290b
docs/HANDOFF_finance_migration_2026-07-12_ar.md	HANDOFF_finance_migration_2026-07-12_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	12453	2026-07-12 08:16	a1c4b87282bb0bcc456aa2bc8e0daed939e62f85
docs/HR_Workforce_Audit_Report_2026-06-28.md	HR_Workforce_Audit_Report_2026-06	28	سجل تنفيذ حي	7	محضر تنفيذ	28284	2026-06-28 15:44	c917b694a571c495fc6622c518650cf5d67f2cb2
docs/INSTALL_ar.md	INSTALL_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	7825	2026-08-01 21:47	057dcf784dde830b442176ed954f4309db81943c
docs/K9_MIGRATION_PLAN_ar.md	K9_MIGRATION_PLAN_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	15919	2026-07-08 13:56	f8157f40213326f641b063a3d097dea23a6442f5
docs/M00_AUDIT_ar.md	M00_AUDIT_ar	0	تقرير تدقيق	6	تقرير تدقيق سابق	8622	2026-08-06 13:02	e01ec53e52e5122c0e847e91fcf44289a4aa0e5d
docs/MAINTENANCE_DEPARTMENT_AUDIT_REPORT_ar.md	MAINTENANCE_DEPARTMENT_AUDIT_REPORT_ar	0	تقرير تدقيق	6	تقرير تدقيق سابق	59278	2026-08-01 20:13	01531508549677765b386dcef082f6599186795b
docs/MIGRATIONS_GUIDE_ar.md	MIGRATIONS_GUIDE_ar	0	متخصصة نافذة	4	دليل استخدام/تشغيل	10539	2026-07-08 10:45	10f09893a9d186c38273ced77c4528023994e91c
docs/NAV09_CMP01_QUALITY_REPORT_ar.md	NAV09_CMP01_QUALITY_REPORT_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	14567	2026-08-06 08:56	4cd9ad9369b3f75bda2134abf273ee204754c7c2
docs/NAV09_OTHERS_DECISION_ar.md	NAV09_OTHERS_DECISION_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	20905	2026-08-03 06:21	24c0ba1058b05254ee8c1f5a95495605d54b1b80
docs/NAV09_OWNER_DECISION_ROADMAP_ar.md	NAV09_OWNER_DECISION_ROADMAP_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	3599	2026-08-03 09:22	a9a14af387ba0a67ab68743b66b768e689a3583c
docs/NEUTRAL_ROOT_ADR15_ar.md	NEUTRAL_ROOT_ADR15_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	5923	2026-07-17 12:56	8114d265e3d2deec6ec96124b14c750b72fac6e1
docs/NEXT_SESSION_PROMPT_ar.md	NEXT_SESSION_PROMPT_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	8948	2026-08-06 06:23	a2092985850d6bff2255e03b5d6ab451da2f3fce
docs/OWNER_DECISIONS_20260812.md	OWNER_DECISIONS_20260812	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	17582	2026-08-12 14:03	049a54474ef29a97c3e514ad8b3e02da3a4c9b1c
docs/PHASE1_CLOSURE_REPORT_ar.md	PHASE1_CLOSURE_REPORT_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	20246	2026-07-11 17:37	69cf2705791709df2420ebff1e8e827538492537
docs/PHASE1_PLAN_ar.md	PHASE1_PLAN_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	34700	2026-07-08 13:38	df5254b3df3cd1cee1b09e19363696d975cf0fd6
docs/PRE_PRODUCTION_CHECKLIST_ar.md	PRE_PRODUCTION_CHECKLIST_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	3965	2026-07-07 16:48	d15289a65a042a0a475a1260db5b5fe35606fe9e
docs/PROMPT_CON02_ACTIVATION_ar.md	PROMPT_CON02_ACTIVATION_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	12294	2026-08-01 20:13	6031ca49c061f05bce12e7e2ac3e465d05a4cbcb
docs/PROMPT_CON02_CLOSURE_ar.md	PROMPT_CON02_CLOSURE_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	11844	2026-08-01 20:13	4902efe3bfa01c779c11876d8ecd58c34d9a59bc
docs/PROMPT_CON02_EASY_TIER_ar.md	PROMPT_CON02_EASY_TIER_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	16643	2026-08-01 20:13	3458562c141947c07a71ea7ca7094937060776e8
docs/PROMPT_CON02_MEDIUM_TIER_ar.md	PROMPT_CON02_MEDIUM_TIER_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	24483	2026-08-01 20:13	74f7ed90f8701d9149d11a606120cc457afe0736
docs/PROVIDER_BATCH_POLICY_ar.md	PROVIDER_BATCH_POLICY_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	7697	2026-07-16 09:33	e3381847e47507fa4d295365f87e6b7de06c9959
docs/RELEASE_GATE_LAST_ar.md	RELEASE_GATE_LAST_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	2094	2026-08-11 14:56	97c8cd6942cc727e305e2d8b04787ee6ef6abc05
docs/REV01_ARCH_REVIEW_REPORT_v2_ar.md	REV01_ARCH_REVIEW_REPORT_v2_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	44929	2026-07-08 09:20	9697a8d3826c7de026b3c537113be6080c01e896
docs/REV02_ARCH_REVIEW_DELIVERABLES_v2_ar.md	REV02_ARCH_REVIEW_DELIVERABLES_v2_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	65888	2026-07-08 09:20	71494a1c8845f7df35b17794e0e908e1a1c9dbcc
docs/REV08_CLOSURE_REPLY_ar.md	REV08_CLOSURE_REPLY_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	18205	2026-07-14 01:54	a926b13fd0a507224883b3ec2cb829da0bdd8fc9
docs/REV_V2_TRACEABILITY_ar.md	REV_V2_TRACEABILITY_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	11269	2026-07-08 08:02	f28e3d514fc9c2b21818952232f7e22eb0ef81ba
docs/ROLES_AND_PERMISSIONS_GUIDE_ar.md	ROLES_AND_PERMISSIONS_GUIDE_ar	0	متخصصة نافذة	4	دليل استخدام/تشغيل	45613	2026-08-01 20:13	2eaf890a70226b91080e0eb84d6ae9a1ee694bf9
docs/S12_TICKETS_FEASIBILITY_REPORT_ar.md	S12_TICKETS_FEASIBILITY_REPORT_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	14152	2026-07-18 06:05	2aaedb3fb980c0501b059c5ee41f8d9b67822b35
docs/SALES_DEPARTMENT_AUDIT_REPORT_ar.md	SALES_DEPARTMENT_AUDIT_REPORT_ar	0	تقرير تدقيق	6	تقرير تدقيق سابق	60646	2026-07-18 05:08	2245ff13602e153a5ef0a6ab781cd9c24e1f6f7a
docs/SCR01_SCREEN_REVIEW_AND_DEDUP_ar.md	SCR01_SCREEN_REVIEW_AND_DEDUP_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	22835	2026-08-01 20:13	ff41ed362525b71223ac2f4687ec75df78ed7a78
docs/SESSION_HANDOFF_20260726_ar.md	SESSION_HANDOFF_20260726_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	27580	2026-08-01 20:13	0b80ca65640f98aa13d0aab8b4f66a1bb40daa9e
docs/SETUP_ar.md	SETUP_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	7972	2026-08-02 08:06	37ac7d603983f0fe0bb3809989a63cdd8694a636
docs/SUPPLIERS_DEPARTMENT_AUDIT_REPORT_ar.md	SUPPLIERS_DEPARTMENT_AUDIT_REPORT_ar	0	تقرير تدقيق	6	تقرير تدقيق سابق	60107	2026-07-18 02:41	80cacd908bbaca422c3044c021dae2ec5f4f898c
docs/TENANT_GATE_CONTRACT_ar.md	TENANT_GATE_CONTRACT_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	20823	2026-08-06 08:20	26fc959ed55681c601d0bb962d0508709a2b2141
docs/TRACE_BARE_LEFT_ar.txt	TRACE_BARE_LEFT_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	2077	2026-08-06 07:16	c181e122c87144c7776496703ad63eb6f6cf3cbd
docs/TRACE_BARE_ar.csv	TRACE_BARE_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	214466	2026-08-06 07:04	c6d3109d54cfb19c5d8446a48caaf28468f91038
docs/TRACE_MATRIX_ar.csv	TRACE_MATRIX_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	29247	2026-08-06 07:17	566c442793ba2c763ad5ef11b4ac06479ce11301
docs/TRACE_MATRIX_ar.md	TRACE_MATRIX_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	3214	2026-08-06 07:17	20c1a24a3e9939483de6698438454aef1eabe9f0
docs/TRIAL_READINESS_ar.md	TRIAL_READINESS_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	2203	2026-08-06 05:34	6d3b66845894a942c04e16115b77347ceaac22a1
docs/UAT_PLAN_ar.md	UAT_PLAN_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	15983	2026-07-10 10:16	7e6f016eff8b8f8867ead6341d7b18d00b731ccf
docs/UAT_SIGNOFF_TEMPLATE_ar.md	UAT_SIGNOFF_TEMPLATE_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	2564	2026-08-06 03:10	e628eb967590889e5df0a42a6c306af0de82738e
docs/UAT_SIGNOFF_ar.md	UAT_SIGNOFF_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	6139	2026-08-06 13:05	aa9c8d35cf557bd02232991043c1417cb1560b24
docs/UAT_UPDATE0007B_SCENARIO_ar.md	UAT_UPDATE0007B_SCENARIO_ar	0	متخصصة نافذة	4	وثيقة جذر — الأحدث في عائلته	7280	2026-08-02 20:21	c1dd0a8d8247b54822f2bc6c006b62eaa220785e
docs/UNITS_OF_MEASURE_GAP_REPORT_ar.md	UNITS_OF_MEASURE_GAP_REPORT_ar	0	سجل تنفيذ حي	7	محضر تنفيذ	17646	2026-07-17 22:07	bf1a58bcd7b4c2832fcac2f05c325043ec3d5673
