#	الشاشة	الملف	الإدارة	الطبيعة	ما حددها	أفعالُ اعتماد	أفعالُ كتابة	الأعمدةُ الحاكمةُ اللازمة	حالةُ التصنيف
▸ مكتبُ الرئيس التنفيذي والنواب									
16	آليات تعديل السعر	price_adjust.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
17	أحكام العقد — العملات والمقدم والمهل	contract_terms.php	المبيعات والعقود	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
18	الأعمال غير المفوترة	unbilled.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
19	التزام العقد بنوع المعدة	coverage.php	المبيعات والعقود	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
20	الجزاءات والحوافز التعاقدية	penalties.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
21	الفرص والزيارات والمناقصات	opportunities.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
22	المخاطر التجارية	commercial_risks.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
23	المستخلصات والمطالبات	claims.php	المبيعات والعقود	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
24	المشاريع والمواقع	projects.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
25	الوحدات التعاقدية المرقَّمة	units.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
26	حوكمة المبيعات والعقود	gov_dept_sal.php	المبيعات والعقود	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
27	سجل العملاء	clients.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
28	سجل حركة العقد	contract_events.php	المبيعات والعقود	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
29	عروض الأسعار للعملاء	quotations.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
30	عقود العملاء	contracts.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
31	قوائم التسعير المعتمدة	pricelists.php	المبيعات والعقود	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	◆ يحتاج مراجعةً وظيفيةً بشرية
32	كتالوج الخدمات وبنود البيع	products.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
33	مخاطر المبيعات والعقود	risk_dept_sal.php	المبيعات والعقود	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
34	مراجعة العقود وملاحظاتها	contract_review.php	المبيعات والعقود	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
35	ملاحق العقود وتجديداتها	contract_amendments.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
36	نماذج العمل ووحدات القياس	business_models.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
37	وحدات القياس والتحويل	units_of_measure.php	المبيعات والعقود	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
▸ إدارة الموردين									
38	أداء الموردين وجاهزيتهم	supplier_perf.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
39	تسويات ومستحقات الموردين	supplier_settle.php	إدارة الموردين	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
40	تصفية إنهاء عقد مورد	supplier_closure.php	إدارة الموردين	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
41	تقييم المورد الدوري	supplier_evaluation.php	إدارة الموردين	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
42	توزيع وحدات المورد على معداته	equipment_quota.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
43	حسابات الموردين البنكية	supplier_bank.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
44	حصص الموردين من العقود	supplier_quota.php	إدارة الموردين	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
45	حوكمة إدارة الموردين	gov_dept_sup.php	إدارة الموردين	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
46	خطة معدات المورد المتعهَّد بها	supplier_plan.php	إدارة الموردين	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
47	دفتر استهلاك حصص الموردين	quota_ledger.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
48	سجل الموردين	suppliers.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
49	سلفيات الموردين	supplier_advances.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
50	طاقة المورد وجاهزيته ومهلة الإحلال	supplier_capacity.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
51	عقود الموردين	supplier_contracts.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
52	قواعد التحميل والجزاءات على المورد	supplier_rules.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
53	كشف حساب المورد الشهري	supplier_stmt.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
54	مخاطر الموردين	risk_dept_sup.php	إدارة الموردين	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
55	معدات المورد ومالكوها	supplier_equip.php	إدارة الموردين	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
▸ إدارة الأسطول									
56	أنواع المعدات وفئاتها	equip_types.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
57	الإهلاك والقيمة الدفترية	depreciation.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
58	جسر ترقيم المعدات	code_bridge.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
59	حوكمة إدارة الأسطول	gov_dept_flt.php	إدارة الأسطول	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
60	سجل المعدات	equipments.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
61	سياسات الإهلاك المعتمدة	dep_profiles.php	إدارة الأسطول	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
62	قراءات العدّادات	equip_meters.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
63	مخاطر الأسطول	risk_dept_flt.php	إدارة الأسطول	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
64	مصدر المعدة ونمط تملّكها	equipment_sourcing.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
65	مطابقة سجل الأصول بالتشغيل	asset_recon.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
66	ملّاك الأسطول	fleet_owners.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
67	موديلات المعدات ومواصفاتها	equip_models.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
68	وثائق المعدات والمشغّلين	equip_docs.php	إدارة الأسطول	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
▸ المالية والخزينة									
69	أسعار الصرف	fx_rates.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
70	إقفال الفترة المحاسبية	period_close.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
71	الإنذار المالي المبكر	fin_early_warning.php	المالية والخزينة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
72	التدفق النقدي والتنبؤ	cash_forecast.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
73	التكاليف والربحية بالمركز	cost_report.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
74	الخزينة والصناديق	treasury.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
75	الفاتورة الضريبية والإقرارات	tax_invoices.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
76	القوائم المالية	fin_statements.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
77	القيود اليومية	journal.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
78	المخاطر المالية	risk_dept_fin.php	المالية والخزينة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
79	المطابقة البنكية	bank_recon.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
80	الموازنة العامة	budget_master.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
81	تتبّع الأثر من الواقعة إلى القيد	effect_map.php	المالية والخزينة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
82	تفصيل نسبة مالية	fin_ratio_detail.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
83	توليد المستحق من العمل المعتمد	entitlement.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
84	حدود النسب وأهدافها	fin_ratio_targets.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
85	حوكمة المالية والخزينة	gov_dept_fin.php	المالية والخزينة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
86	دليل الحسابات ومراكز التكلفة	coa.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
87	ذمم العملاء وأعمارها	receivables.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
88	ذمم الموردين والمستحقات	payables.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
89	ربحية المعدة الواحدة	fin_unit_economics.php	المالية والخزينة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
90	زمن دورة الطلبات	cycle_time.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
91	طلبات الدفع والسداد	payments.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
92	فحص شروط الاستحقاق	entitlement_gate.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
93	فواتير العملاء	invoices.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
94	قائمة التدفقات النقدية	fin_cashflow_stmt.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
95	قائمة التغيرات في حقوق الملكية	fin_equity_stmt.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
96	قائمة دخل المشروع	fin_project_pl.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
97	قواعد توجيه الطلبات المالية	routing_admin.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
98	كشف حساب العميل	client_statement.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
99	لوحة النسب المالية	fin_ratios.php	المالية والخزينة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
100	متابعة انحراف المنفَّذ عن المخطط	variance.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
101	مخصص الصيانة والعمرات	maint_provision.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
102	مصفوفة الترحيل من الإدارات	fin_posting_matrix.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
103	مهام المحاسب اليومية	accountant_desk.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
104	ميزانية إدارتي	budget_dept.php	المالية والخزينة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
105	هامش الربح للعقد والواقعة	margin.php	المالية والخزينة	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
106	هامش العقد ونموذج العمل	fin_contract_margin.php	المالية والخزينة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
▸ التمويل والملكية									
107	الأعيان المموَّلة	fin_assets.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
108	الأقساط ومواعيد السداد	installments.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
109	الخروج غير المسجَّل من الملكية	fin_exit.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
110	انحرافات التمويل — السداد والملكية والتوثيق	fin_deviations.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
111	تغيّرات عقود التمويل	fin_changes.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
112	توزيع تكلفة التمويل على المشاريع	fin_cost.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
113	حصص الملكية في الأصول	shares.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
114	حوكمة التمويل والملكية	gov_dept_cap.php	التمويل والملكية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
